,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,language_code,country_code,laguage_code
50,Google Play,3a4aacba-4879-4cbb-85d6-ffd71d9727e9,Kota Bhargav,,Good app but . Private mode should be removed we can't see girls profile pic,5,0,2023-03-14 20:15:24,,,en,us,
51,Google Play,6277a60f-6866-426f-853d-59185c0a63ba,Lasu Abaidullh,,Rajkum,5,0,2023-03-14 20:15:22,,,en,us,
52,Google Play,bf747e9d-7afd-4327-8c56-b5365bfb29b4,Naman Dalke,,Hi instagram,5,0,2023-03-14 20:15:19,,,en,us,
53,Google Play,52c829f8-ac4b-4e13-a63f-224ff1250cac,Vishal Sattala vishal,,Super,5,0,2023-03-14 20:15:02,,,en,us,
54,Google Play,abaef2d0-48b6-456d-8c9d-96684b686ecd,Shiva Shukla Shiva Shukla,,Must app,3,0,2023-03-14 20:14:56,,,en,us,
55,Google Play,b0238a93-6c1c-401a-9ab8-760ea2f4e7b3,Atish Bhalerao,,Very nice app 10/10 do recommend 👍,5,0,2023-03-14 20:13:56,,,en,us,
56,Google Play,b2e5f818-95d7-4dbf-b4ea-444b605bdce8,Joseph Rios,,I like everything that you put out there almost everything,5,0,2023-03-14 20:12:08,,,en,us,
57,Google Play,09f51bef-4eec-46e9-b259-359abbb7dbbd,Lalitha Puvvula,,Good,5,0,2023-03-14 20:11:17,,,en,us,
58,Google Play,9cd23d0e-d5a5-4693-bc1f-a1f791ce25b3,Aryan Rajput,,Itz_aryan.nnn insta id 😎😎😎😎😎😎😎,5,0,2023-03-14 20:11:05,,,en,us,
59,Google Play,97272c1c-c5c4-46b9-a1ff-154396e60982,Michael Christian,,"I HATE reels as a post format. I especially hate that I can't post a normal video without it being a reel. Instagram is trying to add way too many pointless features, diluting what was one good and simple about the app.",1,0,2023-03-14 20:10:59,,,en,us,
60,Google Play,c66cad05-7d6f-476e-a1b9-4e94f6be7e2c,Jose Andrés Redondo Peñaloza,,"Defenetly and completely annoying to make reels, literally imposible if I want videos and pictures to be sincronized with the music. Worst experience and I wont be able to create reels. Please update whatever you need to! It does not flow, It freezes while trying to edit. And I say trying cause literally how it feels. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1,0,2023-03-14 20:10:49,,,en,us,
61,Google Play,93cd602c-7cb2-4eb3-9ccf-551554ef642c,Kitz 1111,,thankyou Instagram mere new friends banane ke liya .. ik new family dene ke liye ♥️,5,0,2023-03-14 20:10:47,,,en,us,
62,Google Play,e248133e-9738-4a39-bf03-83a8c55f4430,Haley Blake,,"Overall, it was pretty easy to get the hang of and start using the app to support my small business. Have had some small issues but everything has been addresses.",4,0,2023-03-14 20:10:15,,,en,us,
63,Google Play,dd0d5c61-e74d-465f-84a3-9cabd8e313ef,Naman Negi,,Naman__4486 my ig Pahadi boy,5,0,2023-03-14 20:09:04,,,en,us,
64,Google Play,4224e326-9d9b-4ff1-a0f4-93fbca851919,Vinit Nishad,,Nice app for entetenment and good,5,0,2023-03-14 20:08:12,,,en,us,
65,Google Play,002e627d-106c-4b99-807a-f5612a2503f2,Rivaldi Lubis,,"SAYA SUDAH UPDATE BEBERAPA KALI, WHERE IS MY INSTAGRAM NOTE???",1,0,2023-03-14 20:08:07,,,en,us,
66,Google Play,76fce04a-33ac-4736-8fad-506e97dadb34,Darshan Ramklar,,❤,5,0,2023-03-14 20:08:01,,,en,us,
67,Google Play,fc0949a4-9b79-49b0-af45-dd0551185f58,Valeria Smith,,I love it. Very interesting,5,0,2023-03-14 20:07:47,,,en,us,
68,Google Play,04ec1118-98ac-4fdf-a2e9-53ce04bcc97e,Maria Jose Barradas Estevez,,"They should return the effects gallery, where you could see all the saved filters",5,0,2023-03-14 20:07:46,,,en,us,
69,Google Play,956043fd-93d9-49bd-bcf6-560555fbad82,Siva suriyan,,Worst,2,0,2023-03-14 20:07:42,,,en,us,
70,Google Play,23eb7743-677c-498a-b2bd-9b69034dea5c,Sanjeet Yadav,,𝑁𝑖𝑐𝑒,3,0,2023-03-14 20:07:07,,,en,us,
71,Google Play,d6d910ab-c46a-4da5-9b81-fb2d6b9350c2,Md Sufyan Ansari,,App is very nice 👍👍👍👍👍,5,0,2023-03-14 20:04:07,,,en,us,
72,Google Play,f4437f52-41b6-4d70-8c76-166030fe9f9d,Patan Fakruddin,,Super,5,0,2023-03-14 20:02:31,,,en,us,
73,Google Play,5679b7c8-581f-414e-a640-6db2f1ba212d,Senor_dot contreras,,Better,4,0,2023-03-14 20:02:04,,,en,us,
74,Google Play,3d4a565b-b6d3-46e7-80df-6e14877c1fff,Vishal Kale,,Good,5,0,2023-03-14 20:02:03,,,en,us,
75,Google Play,920f4917-6edf-4c1f-bb33-b88b7923b972,Dora Babu,,Super,5,0,2023-03-14 20:01:21,,,en,us,
76,Google Play,16af2132-13d7-4c04-95e2-f618b8ce43e4,Piyush kumar,,There are so many Gilicts Please impove it fast. There is music problem,1,0,2023-03-14 20:01:17,,,en,us,
77,Google Play,e2bb0f32-9ccf-4bc1-9730-ef4b0544e774,Neels X,,Reel option not showing on my insta @neelsx_.1,1,0,2023-03-14 20:01:05,,,en,us,
78,Google Play,bb5f6c55-a97d-46db-882a-55cda5019e72,Ramila Makwana,,It is so bestest app for meh I like it so muchh,5,0,2023-03-14 19:59:13,,,en,us,
79,Google Play,22ac0f8c-81ef-4791-a6ea-5a4d92a22fc2,Nite Stock,,Owessome 😁,5,0,2023-03-14 19:59:08,,,en,us,
80,Google Play,ecbb1615-1d29-4a41-bd75-db9468cd21c6,Wahab Basit,,I really love the app I make more friends that love my vibes,5,0,2023-03-14 19:58:42,,,en,us,
81,Google Play,99cbd348-7888-473d-a267-215a7d9f1c23,Mr Bhujel,,Nice app,5,0,2023-03-14 19:57:47,,,en,us,
82,Google Play,da4e4347-c225-4141-a13a-419fca4e1c3c,bakbak online,,"Really a great app to connect the world in way of smal posts with pics,videos and thoughts.",5,0,2023-03-14 19:55:04,,,en,us,
83,Google Play,81d81a32-e00f-4303-9f9d-b41c8a72e16f,Steven Oketch,,"App keeps crashing when I open it, the lite version is working well what's wrong with this one",3,0,2023-03-14 19:54:19,,,en,us,
84,Google Play,8b11cc68-8a8b-4712-99ec-75075b944a62,Aakash Meena,,Good app,5,0,2023-03-14 19:52:56,,,en,us,
85,Google Play,ee32d581-1096-4348-aaae-da8a5ee4b317,Chetan Gouda,,King,5,0,2023-03-14 19:52:56,,,en,us,
86,Google Play,7fe79069-6197-4758-8dfc-12cf5adf7ba2,Reina “Ray” Jane,,Enjoy having a collection of favorite photos to highlight memories as time goes on!,4,0,2023-03-14 19:52:46,,,en,us,
87,Google Play,43727ddf-5dc1-46c0-920c-f0a06ca90d22,mahboule reservé,,Good apk,5,0,2023-03-14 19:52:36,,,en,us,
88,Google Play,355bd64b-a76b-4459-9aab-795c480656fd,Biswajit Das,,Very nice,5,0,2023-03-14 19:51:21,,,en,us,
89,Google Play,df5ae9ab-6caa-457c-a776-e69b9633f6f5,Sourish Samanta,,This app is so useful it changed my life it make me zero to hero thank u Instagram,5,0,2023-03-14 19:51:01,,,en,us,
90,Google Play,bf5a0704-d52c-4dbd-be6f-432b79031ec6,Santosh Santosh,,Nice app 👌,5,0,2023-03-14 19:50:32,,,en,us,
91,Google Play,b9de3f46-fc60-47dd-a10b-0cd9f03b31ee,zobia goraya,,Good experience,2,0,2023-03-14 19:50:17,,,en,us,
92,Google Play,04da025d-f765-496c-aaa2-cd5a517468d6,Pavan Singh,,Good experience,4,0,2023-03-14 19:48:54,,,en,us,
93,Google Play,11e84bda-7c34-4a72-a086-681b46a484d4,Solomon Temitope,,Opt to give out the five star but when I remember how much they disabled my account despite how much I like the app so I need to remove one star,4,0,2023-03-14 19:48:45,,,en,us,
94,Google Play,e793ad55-d633-4387-828c-78c032819d1c,Chase Pellerin,,GG,5,0,2023-03-14 19:47:07,,,en,us,
95,Google Play,b17fb824-7689-4c2d-8985-8f9acad22d8b,Seema Rana,,Nice,5,0,2023-03-14 19:47:01,,,en,us,
96,Google Play,d74df049-1ade-4b11-94a7-6c7e2ce8a244,Addie Case,,Okay,4,0,2023-03-14 19:46:36,,,en,us,
97,Google Play,e72ea2a2-58f7-4c8c-a1eb-42815faa62c2,Rohan Pritam,,Is the so ial news feed good,1,0,2023-03-14 19:44:50,,,en,us,
98,Google Play,617a6051-60e9-4525-b7f1-aabed4496f0e,MJ Lee,,"I find too many spams. It's constant, I report nearly all of them and they never get banned.",3,0,2023-03-14 19:44:33,,,en,us,
99,Google Play,cbbb7b20-207e-41cf-8a81-4243cdacf1c9,Jambo Mondo,,"Horrible experience. I'm very pissed off. I don't use Instagram that often, but this is shocking. They blocked my account, I submitted proof of myself and they've blocked it permanently without sending any email to tell me that or tell me why. I don't mind not using Instagram in the future, but I would have loved to be able to download my pictures. Meta, bad, bad, bad.",1,0,2023-03-14 19:43:50,,,en,us,
0,App Store,470d238c-7a44-4e0e-afc0-063187db19fc,CarlyMonica🖤,"Having issues constantly with professional account, & I don’t know why","I am unable to follow any accounts. I have tried logging out and back in. Doesn’t work. I’ve tried logging in on the browser instead of app on my iPhone and my MacBook. Does the same thing. Won’t let me follow any accounts. If I tap follow initially says following, but once I refresh it says to tap follow again. I’ve also tried uninstalling and reinstalling the app. Does the same thing. I need a response from the developer ASAP for a resolution. Do I need to go back to personal account again? And go back to pro? That’s what fixed my issue last time when Instagram wasn’t sending me my two factor authentication codes to my cell phone. And I couldn’t login anywhere except my iPad that was already logged in. Also my follower count is completely wrong I get dozens of you have a new follower notification but the number on my Instagram doesn’t change for a long time. The number isn’t correct either…  I’ve been having weird issues like this constantly. I love Instagram but I hate these software issues & bugs that are cancerous!!! I will not change my one star review until I get someone to help me and actually fix my issue. Your Instagram help website isn’t helpful either!  I’ve already done all of those tricks of the trade, and they don’t work either. I’m a level 3 tech-support for a huge company, & I definitely know what I’m doing!!!",5,,2022-06-24 19:13:31,,,,us,en
1,App Store,b34261a3-eaa9-4a9f-82e1-e435a27e4b50,aim_gonz,Music Tag doesn’t work!,"I have had Instagram since 2011 and I have never since then had an issue until the Music Tag feature rolled out and I haven’t been able to use it since then. I have tried so many things from updating everything, logging out and logging back in, uninstalling and reinstalling the app several times, going to someone’s story to look for the “Try It” button but nothing, unlinking my Facebook account, changing my password and updating profile.. which btw didn’t let me change it to my personal email because it was taken already, I have never used it so I clicked on forgot password to see who has been using my email but it says that it doesn’t exist so I’m a little confused on how it has been taken but doesn’t exist. But anyway I reported the Music Tag issue awhile back but haven’t heard back since then, so I reported the issue several times back to back to see if that works (prob not). All the research I have done over this issue has been through Google through other users experiences because IG doesn’t even have support help over this issue. The only thing that has inconveniently worked was to make a second account, everything shows up on there but as soon as I switch over to my account that I use it’s not there! INSTAGRAM.. PLEASE FIX THIS ISSUE, IM NOT THE ONLY ONE! 🤨",5,,2019-06-10 13:09:13,,,,us,en
2,App Store,a4b0fd12-5afb-4e5e-9328-a222eaef9022,TriMist,Love Instagram but…,"I’ve been blessed with a black and white information bar that says couldn’t refresh feed  for almost a week now and it is really frustrating and annoying and more stress I don’t need added onto my life right now. I’ve tried to uninstall the app and reinstalled it, logged back in, and it does the exact same thing pops the couldn’t refresh feed bar and keeps popping up until the current video has been completely loaded than it will go away. I’ve checked to see if the app is up to date and it is 100% up to date, I’ve checked my iPhone’s iOS system thinking that could be the culprit because it has been before in the past with other apps that acted up when it wasn’t up to date, but my iOS system is up to date. I’ve read it could be a poor internet or WiFi connection and that’s not true because my connection signal is pretty strong as I’m in the next room over from where the WiFi box is located and I receive a strong signal so it isn’t our WiFi connection. This is really frustrating and irritating and annoyance to me that it makes me so stressed out every time I go on Instagram and see that information bar there when it wasn’t there last month only recently. Please Instagram for the love of god fix this issue!! I’ve done everything I could on my end to fix it and nothing has changed. This is a bug on your end and it needs to be fixed pronto!",3,,2022-07-07 08:59:58,,,,us,en
3,App Store,950bc901-5a2f-4f6a-9109-ae27a5ac7484,Tavvy B,Get rid of gifs,"Instagram is turning into an up to date facebook, its cool that the app gets updated but at the same time the app is dying by the minute. I see more recommended posts and ads than i do people i actually follow and when i do i dont even get posts that are up to date, i see post from 1-3 days ago, even with profiles that post daily. instagram was better before the stories but that was probably all it needed, and reels are basically a knock off tiktok, the messenger icon couldve been left on facebook and i cant even see my messenger chats on instagram anyways; so whats the point? On top of that accounts with large fan bases have tons of sexual bots that spam inappropriate comments and promote inappropriate content and it’s been that way for almost a year now. Then the community guidelines violates the freedom of speech in plenty of ways to where you cant even say the word “Lame” without violating the terms of service but some chick can spread her cheeks n clap her milk jugg together and talk about how the whole internet seen them get railed no problem like ??? this app needs to be fixed before adding more unnecessary features that we never needed, we was fine after the reels update, all we wanted was the bots gone, thats it, gif jus made the comment community die and annoying to those who actually spoke to one another. basically before the gif update it was a black ops 2 search & destroy lobby, now its like an old lady making sweaters on her front porch 🙄🤌",2,,2023-02-17 09:24:42,,,,us,en
4,App Store,885af046-fc6e-4119-b5de-f0666458ec3d,koolkool007.xl,no help or support,"I have had troubles with the music feature on instagram for MONTHS now. I am not able to use any music other than the few automatically shown ones that are there when I click the option, and all the songs are in some foreign language or they're instrumentals of some sort. I am not able to search for any song whatsoever as it will just tell me there are no results every time. A couple months ago, i was still at least able to save a song if someone sent it to me, then go to saved music, and use it through that. But now the problem has worsened and I am not even able to save any music nor see/use any of the music i had saved before this was an issue. I have reported this problem to instagram multiple times over the course of about 5 or 6 months and they have yet to respond in any sort of way, let alone fix the problem. I know i'm not the only one dealing with this as i've seen in reviews, as well as on other social medias such as twitter, that there have been a good amount of other people dealing with the same issues. This problem has been aggravating and upsetting, and the fact that i and many others have tried to reach instagram to fix this issue, yet have not even been addressed, only adds to those emotions. The music was one of, if not THE most used feature for me on instagram. I have tried multiple methods on my own to resolve this issue but nothing has worked. Hoping instagram can get to the bottom of this sooner rather than later.",1,,2022-03-07 01:07:04,,,,us,en
5,App Store,54761f88-c0dc-458f-a551-101c7a7ebd94,Devolution04,"Unfair treatment, poor response and follow up","My account was disabled for someone falsely reporting that I was pretending to be someone else. Instagram made no attempt to request anything of me to prove otherwise before disabling my account where I had 22K followers. For approximately a month now I have submitted everyday a web base form with a copy of my state issued ID to dispute it and no one has contacted me. I created another account so that I can fulfill my obligations as a sponsored athlete and even with my new account I have been limited to how many likes I can do, commenting on other’s post and even adding captions to my own post. 
It feels personal and I don’t understand why this has happened. I believe the way disabling my account was handled was unfair considering my content never ever violated any of IGs policies. I still do not violate any but yet my activity is limited which does not help me as an athlete. I’m thankful my reputation and character preceded me in that my sponsors are still working with me but I did almost lose one but thank God for good associates. 
Instagram before you disable anyone’s account please do your due diligence and at least provide the accuse an opportunity to present facts that may state otherwise. 
It’s the concept of “innocent until proven guilty!”",5,,2020-10-21 20:39:28,,,,us,en
6,App Store,48eb6d9e-c734-4efa-8747-0fe16ec59c2d,Ryjawa,I have questions,"It would be 100x better without visible likes. And another 100x better if my post showed up in my followers feeds in the order it was posted. It’s not right that I put in so much effort and time, and people who intentionally followed me don’t see my post right away unless they are actively searching for my posts on a regular basis. Choosing to follow an account should be enough, why should I have to go out of my way to like and comment on their posts in order to keep seeing their posts higher up in my feed? Just because I don’t like posts by old high school friends who don’t know how to use a camera doesn’t mean I don’t want to see their photos, doesn’t that make sense? And if I have 3000 followers, I would expect at least 2000 of them to see my post. Why is it that only 500 or less of them see my post? Over time, I have posted better content, and I’ve posted more consistently, I try to post to my story regularly, I try interacting with followers, why is it that my engagement has steadily declined?

Update: I’ve spent 10+ years on this app, posting high quality content, using the new features, and Instagram still treats my account like it’s worthless. I see garbage accounts get blasted with attention and gain thousands of followers, meanwhile, I’ve barely scraped by. And now people are getting paid by Instagram to create reels, and I’ve been posting reels, and Instagram won’t even roll out that feature to me? Unreal.",2,,2022-03-02 22:54:18,,,,us,en
7,App Store,5d3b1d2b-da9c-4912-80b0-a4589f8b27f4,Vine:Jeff Diggity,Attn: Termed META employees do not forget to delete fake 5 star reviews from app store!,"11,000 termed employees no longer having to keep the evil META user data collection and sales a secret, but really would FB allow these reviews to be updated/deleted? Please delete those fake reviews! Please everyone find another app!

Also this app can track your data and control your phone in the background. Using latest updated iOS on a brand new iPhone 13! Even if in your settings cellular data is turned off for instagram AND background app refresh is also turned off!! Instagram will turn on cellular data for other apps in your settings while phone is locked and screen is black, it will use huge amounts of CPU data even when the app is closed and cellular data is turned off...what could it be using 50-60% of your battery for when cellular data is turned off? It is literally adjusting your settings without your knowledge and combing through your personal information. It is also tracking what other apps you are using on your phone. If you want to upload pictures or videos to instagram, then you have to give it access to camera and microphone, which IG uses to listen/watch your voice conversations, text and voice messages, and all camera/photos. No data on your phone is confidential and hidden from instagram while the app is installed. you may not have anything to hide, that seems like a convenient way to just give up and allow them to steal your information.",1,,2022-11-14 09:19:42,,,,us,en
8,App Store,bf317a86-11a6-4ac1-9fbe-cdb7bc313cbc,PrettyOnee123,"When I try to post, it usually fails and it’s time consuming","When I try to post on Instagram, it will most likely fail. It has been an issue for quite some time now and friends of mine can never relate to my issue. It’s as if Instagram does not want me to post regularly. It is very time consuming to edit my photo, add quotes that I enjoy, put them in the order I would like them, create a caption and use hashtags; only for the post to fail and so lost absolutely everything I’ve just worked so hard on. I’ve noticed that I don’t have this issue with both of my Instagram accounts. The one I’ve had the longest, has the most issues when posting. I’m not sure how an update hasn’t fixed this issue but it’s been at least a year! This is why I shaved off two stars and it was almost three. — Also, the inappropriate flags to comments that Instagram automatically blocks, or deems offensive, is alarming. The atmosphere doesn’t feel diverse and it’s limiting to the Instagram experience as a whole. The requested reviews that I have submitted, don’t seem to be happening on comments that are not actually offensive. Instagram is deeming certain comments as a risk with a computer based system based on certain words that are used however, the computer doesn’t comprehend when a comment is sarcasm. It feels culturally exclusive on the app at times and it’s a concern for many reasons.",3,,2022-05-10 00:31:07,,,,us,en
9,App Store,9846216e-adf0-496d-981b-3effb067f268,HannahtheCat786*,awful,"literally the worst app. i used to enjoy using instagram a lot, however in these past years it’s gotten more glitchy and has more issues. Not to mention the fact that they also removed their customer support email, so now there is virtually no way to solve your issues with instagram(the phone call doesn’t go through). Recently I was reposting a flyer for a high school club event that I wanted people to attend and instagram took the story down, claiming that it was against community guidelines,but offered no reason why. Why would a flyer for a high school club fit into any of the categories mentioned in their community guidelines? I tried different variations of the story, but all of them were deleted by instagram. I decided that I would request a review of the action taken against my story, but discovered that instagram says “Review Request Failed, please try again!” every time I pressed it. So not only can I not contact customer support, I also can’t request a review of an unfair decision that they made. I then decided to try posting the exact same story on a different account of mine and to my surprise it posted on that one. So essentially, instagram is only blocking my account from posting any stories through some weird glitch that I am unable to report to them or request review for. Until they are able to open a way for people to easily contact customer service and stop having useless glitches like the one mentioned above, instagram will be a one star app.",1,,2021-12-09 20:06:24,,,,us,en
